,Value Date,Underlying,Implied Vol,NPY,delta,gamma,vega,theta
0,2020-10-20,205,20,198.67883034361685,0.9844943532598809,4.3733151588213806e-05,1.7357809346338697,-1.0071467512868046
1,2020-10-20,205,20,197.5663885592128,0.9817602512192511,5.179601784965437e-05,1.934869022339312,-1.1928286976869928
2,2020-10-20,200,20,191.35574486536024,0.9782042330923297,6.377699718838721e-05,2.125899906279573,-1.39796939321816
3,2020-10-20,200,20,189.80837334909737,0.9742901045606225,7.585110908654568e-05,2.3598122826925323,-1.6626284086794394
4,2020-10-20,200,20,183.12923697246623,0.9573600455806006,0.00012979834552402506,3.1728484461428352,-2.8451238134620196
5,2020-10-20,200,20,183.12923697246623,0.9573600455806006,0.00012979834552402506,3.1728484461428352,-2.8451238134620196
6,2020-10-20,200,21,186.06805126083646,0.9648159993145882,0.00010570254814629462,2.7130320690882286,-2.554425825031067
7,2020-10-20,200,21,183.20095055622764,0.9575419816349442,0.00012920357639725042,3.014750115935843,-3.1223523788533054
8,2020-10-20,195,22,178.02719200877337,0.9558698109588951,0.00013755996593454848,2.876894737563664,-3.4682667362720383
9,2020-10-20,195,22,174.08215590616604,0.9455403175172477,0.00017259464277487882,3.2085344091849968,-4.351582231799098
10,2020-10-20,195,22,169.11297215385702,0.9324930241823279,0.00021825939606601551,3.550261901258825,-5.5029071431367
11,2020-10-20,195,23,148.34405287595774,0.8774831218487533,0.0004293548673412989,4.172255923389072,-11.831541184291881
12,2020-10-20,195,23,148.34405287595774,0.8774831218487533,0.0004293548673412989,4.172255923389072,-11.831541184291881
13,2020-10-20,185,23,139.59124936568818,0.8730198205647468,0.00046402304975147647,4.058526046534651,-11.509023650240415
14,2020-10-20,185,23,125.83763636642617,0.8333067860766629,0.0006433046403728257,4.219944419045658,-15.95563435472216
15,2020-10-20,175,24,102.47877186964436,0.7783200665942593,0.0009499649167092243,3.8790234098959986,-22.95624065143343
16,2020-10-20,175,24,72.225648028134,0.6742078487497358,0.0016275481531666215,3.3229108127151865,-39.32995155667022
17,2020-10-20,150,24,0.0,0.0,0.0,0.0,0.0
18,2020-10-20,150,24,0.0,0.0,0.0,0.0,0.0
19,2020-10-20,150,24,0.0,0.0,0.0,0.0,0.0
20,2020-10-20,150,25,0.0,0.0,0.0,0.0,0.0
